Date,Closing Value,Return
5/1/1928,19.78,0.001518987
5/2/1928,19.83,0.002527806
5/3/1928,19.93,0.005042864
5/4/1928,20.24,0.015554441
5/7/1928,20.41,0.008399209
5/8/1928,20.27,-0.006859383
5/9/1928,20.24,-0.00148002
5/10/1928,20.21,-0.001482213
5/11/1928,20.36,0.007422068
5/14/1928,20.44,0.003929273
5/15/1928,20.39,-0.002446184
5/16/1928,20.05,-0.016674841
5/17/1928,20.12,0.003491272
5/18/1928,19.92,-0.009940358
5/21/1928,19.63,-0.014558233
5/22/1928,19.36,-0.013754457
5/23/1928,19.75,0.020144628
5/24/1928,19.87,0.006075949
5/25/1928,19.9,0.001509814
5/28/1928,19.57,-0.016582915
5/29/1928,19.82,0.012774655
5/31/1928,20,0.009081736
6/1/1928,20.07,0.0035
6/2/1928,20.07,0
6/4/1928,19.8,-0.013452915
6/5/1928,19.85,0.002525253
6/6/1928,19.66,-0.009571788
6/7/1928,19.61,-0.002543235
6/8/1928,19.37,-0.012238654
6/9/1928,19.37,0
6/11/1928,18.68,-0.035622096
6/12/1928,18.34,-0.018201285
6/13/1928,18.89,0.029989095
6/14/1928,19.05,0.00847009
6/15/1928,18.74,-0.016272966
6/16/1928,18.74,0
6/18/1928,18.4,-0.01814301
6/19/1928,18.34,-0.00326087
6/20/1928,18.57,0.012540894
6/21/1928,18.56,-0.000538503
6/22/1928,18.54,-0.001077586
6/23/1928,18.54,0
6/25/1928,18.47,-0.00377562
6/26/1928,18.68,0.011369789
6/27/1928,18.86,0.009635974
6/28/1928,19.07,0.011134677
6/29/1928,19.14,0.003670687
6/30/1928,19.14,0
7/2/1928,18.98,-0.008359457
7/3/1928,19.29,0.016332982
7/5/1928,19.48,0.009849663
7/6/1928,19.39,-0.004620123
7/7/1928,19.39,0
7/9/1928,19.46,0.003610108
7/10/1928,19.43,-0.001541624
7/11/1928,18.95,-0.024704066
7/12/1928,18.81,-0.007387863
7/13/1928,18.96,0.007974482
7/14/1928,18.96,0
7/16/1928,18.7,-0.01371308
7/17/1928,18.8,0.005347594
7/18/1928,19.03,0.012234043
7/19/1928,18.99,-0.002101944
7/20/1928,19.03,0.002106372
7/21/1928,19.03,0
7/23/1928,19.12,0.004729375
7/24/1928,19.09,-0.001569038
7/25/1928,19.2,0.005762179
7/26/1928,19.24,0.002083333
7/27/1928,19.42,0.009355509
7/28/1928,19.42,0
7/30/1928,19.47,0.002574665
7/31/1928,19.43,-0.002054443
8/1/1928,19.42,-0.000514668
8/2/1928,19.33,-0.004634398
8/3/1928,19.36,0.001551992
8/4/1928,19.36,0
8/6/1928,19.58,0.011363636
8/7/1928,19.49,-0.004596527
8/8/1928,19.25,-0.012314007
8/9/1928,19.3,0.002597403
8/10/1928,19.25,-0.002590674
8/11/1928,19.25,0
8/13/1928,19.29,0.002077922
8/14/1928,19.13,-0.008294453
8/15/1928,19.47,0.017773131
8/16/1928,19.61,0.00719055
8/17/1928,19.64,0.001529832
8/18/1928,19.64,0
8/20/1928,19.77,0.006619145
8/21/1928,20.02,0.012645422
8/22/1928,20,-0.000999001
8/23/1928,20.02,0.001
8/24/1928,20.34,0.015984016
8/25/1928,20.34,0
8/27/1928,20.38,0.001966568
8/28/1928,20.54,0.007850834
8/29/1928,20.58,0.00194742
8/30/1928,20.61,0.001457726
8/31/1928,20.87,0.012615235
9/1/1928,20.87,0
9/4/1928,20.97,0.004791567
9/5/1928,21.07,0.004768717
9/6/1928,20.94,-0.00616991
9/7/1928,21.09,0.007163324
9/8/1928,21.09,0
9/10/1928,20.92,-0.008060692
9/11/1928,21.08,0.007648184
9/12/1928,21.16,0.003795066
9/13/1928,21.14,-0.00094518
9/14/1928,21.14,0
9/15/1928,21.14,0
9/17/1928,21.33,0.008987701
9/18/1928,21.18,-0.007032349
9/19/1928,21.18,0
9/20/1928,21.22,0.001888574
9/21/1928,21.36,0.006597549
9/22/1928,21.36,0
9/24/1928,21.43,0.003277154
9/25/1928,21.41,-0.000933271
9/26/1928,21.4,-0.000467071
9/27/1928,21.13,-0.012616822
9/28/1928,21.14,0.000473261
9/29/1928,21.14,0
10/1/1928,21.36,0.010406812
10/2/1928,21.26,-0.004681648
10/3/1928,21.19,-0.003292568
10/4/1928,21.26,0.003303445
10/5/1928,21.22,-0.001881468
10/6/1928,21.22,0
10/8/1928,21.11,-0.005183789
10/9/1928,21.18,0.003315964
10/10/1928,21.41,0.010859301
10/11/1928,21.51,0.004670715
10/13/1928,21.51,0
10/15/1928,21.65,0.006508601
10/16/1928,21.72,0.003233256
10/17/1928,21.79,0.003222836
10/18/1928,21.84,0.002294631
10/19/1928,21.96,0.005494505
10/20/1928,21.96,0
10/22/1928,21.81,-0.006830601
10/23/1928,21.95,0.006419074
10/24/1928,21.99,0.001822323
10/25/1928,21.91,-0.003638017
10/26/1928,21.65,-0.011866728
10/27/1928,21.65,0
10/29/1928,22,0.016166282
10/30/1928,21.76,-0.010909091
10/31/1928,21.68,-0.003676471
11/1/1928,21.99,0.014298893
11/2/1928,21.95,-0.001819009
11/3/1928,21.95,0
11/5/1928,22.24,0.013211845
11/7/1928,22.24,0
11/8/1928,22.39,0.006744604
11/9/1928,22.55,0.007146047
11/10/1928,22.55,0
11/12/1928,22.84,0.01286031
11/13/1928,22.91,0.003064799
11/14/1928,22.91,0
11/15/1928,23.03,0.005237887
11/16/1928,23.37,0.014763352
11/17/1928,23.37,0
11/19/1928,23.37,0
11/20/1928,23.57,0.00855798
11/21/1928,23.22,-0.014849385
11/22/1928,23.52,0.012919897
11/23/1928,23.7,0.007653061
11/26/1928,23.8,0.004219409
11/27/1928,23.91,0.004621849
11/28/1928,24.19,0.011710581
11/30/1928,24.28,0.003720546
12/1/1928,24.28,0
12/3/1928,23.85,-0.017710049
12/4/1928,23.91,0.002515723
12/5/1928,23.81,-0.00418235
12/6/1928,22.91,-0.037799244
12/7/1928,22.36,-0.024006984
12/8/1928,22.36,0
12/10/1928,22.31,-0.002236136
12/11/1928,22.74,0.019273868
12/12/1928,22.52,-0.009674582
12/13/1928,22.48,-0.001776199
12/14/1928,22.53,0.002224199
12/15/1928,22.53,0
12/17/1928,22.44,-0.003994674
12/18/1928,22.7,0.011586453
12/19/1928,22.98,0.012334802
12/20/1928,23.07,0.003916449
12/21/1928,23.33,0.011270048
12/22/1928,23.33,0
12/24/1928,23.54,0.009001286
12/26/1928,23.44,-0.004248088
12/27/1928,23.64,0.008532423
12/28/1928,23.98,0.014382403
12/29/1928,23.98,0
12/31/1928,24.35,0.015429525
1/2/1929,24.81,0.01889117
1/3/1929,24.86,0.002015316
1/4/1929,24.85,-0.000402253
1/5/1929,24.85,0
1/7/1929,24.25,-0.024144869
1/8/1929,24.17,-0.003298969
1/9/1929,24.54,0.015308233
1/10/1929,24.58,0.001629992
1/11/1929,24.54,-0.001627339
1/12/1929,24.54,0
1/14/1929,24.59,0.00203749
1/15/1929,24.23,-0.014640098
1/16/1929,24.56,0.01361948
1/17/1929,24.69,0.00529316
1/18/1929,24.77,0.003240178
1/19/1929,24.77,0
1/21/1929,24.86,0.003633428
1/22/1929,25.07,0.008447305
1/23/1929,25.22,0.005983247
1/24/1929,25.06,-0.006344171
1/25/1929,25.48,0.016759777
1/26/1929,25.48,0
1/28/1929,25.35,-0.005102041
1/29/1929,25.36,0.000394477
1/30/1929,25.45,0.003548896
1/31/1929,25.74,0.011394892
2/1/1929,25.84,0.003885004
2/2/1929,25.84,0
2/4/1929,25.64,-0.007739938
2/5/1929,25.7,0.002340094
2/6/1929,25.49,-0.008171206
2/7/1929,24.71,-0.030600235
2/8/1929,24.44,-0.01092675
2/11/1929,24.98,0.022094926
2/13/1929,24.95,-0.001200961
2/14/1929,24.85,-0.004008016
2/15/1929,24.35,-0.020120724
2/16/1929,24.35,0
2/18/1929,24.39,0.00164271
2/19/1929,24.38,-0.000410004
2/20/1929,24.59,0.008613618
2/21/1929,24.86,0.010980073
2/25/1929,24.91,0.002011263
2/26/1929,24.95,0.001605781
2/27/1929,25.25,0.012024048
2/28/1929,25.59,0.013465347
3/1/1929,25.83,0.009378664
3/2/1929,25.83,0
3/4/1929,25.49,-0.013162989
3/5/1929,25.32,-0.006669282
3/6/1929,24.92,-0.015797788
3/7/1929,25.15,0.009229535
3/8/1929,25.31,0.006361829
3/9/1929,25.31,0
3/11/1929,24.95,-0.014223627
3/12/1929,24.97,0.000801603
3/13/1929,25.24,0.010812976
3/14/1929,25.73,0.019413629
3/15/1929,26.08,0.013602798
3/16/1929,26.08,0
3/18/1929,26.04,-0.001533742
3/19/1929,26.03,-0.000384025
3/20/1929,26.02,-0.000384172
3/21/1929,25.9,-0.004611837
3/22/1929,25.55,-0.013513514
3/23/1929,25.55,0
3/25/1929,24.51,-0.040704501
3/26/1929,24.35,-0.006527948
3/27/1929,25.09,0.030390144
3/28/1929,25.53,0.017536867
4/1/1929,24.88,-0.025460243
4/2/1929,25.17,0.011655949
4/3/1929,24.86,-0.01231625
4/4/1929,25.3,0.017699115
4/5/1929,25.05,-0.009881423
4/6/1929,25.05,0
4/8/1929,24.83,-0.008782435
4/9/1929,24.63,-0.008054772
4/10/1929,24.78,0.006090134
4/11/1929,25.06,0.011299435
4/12/1929,25.15,0.003591381
4/13/1929,25.15,0
4/15/1929,25,-0.005964215
4/16/1929,25.06,0.0024
4/17/1929,25.32,0.0103751
4/18/1929,25.43,0.004344392
4/19/1929,25.41,-0.000786473
4/20/1929,25.41,0
4/22/1929,25.7,0.01141283
4/23/1929,25.85,0.005836576
4/24/1929,25.75,-0.003868472
4/25/1929,25.63,-0.004660194
4/26/1929,25.58,-0.001950839
4/27/1929,25.58,0
4/29/1929,25.53,-0.001954652
4/30/1929,25.94,0.016059538
5/1/1929,25.99,0.001927525
5/2/1929,26.11,0.00461716
5/3/1929,26.37,0.009957871
5/4/1929,26.37,0
5/6/1929,26.32,-0.001896094
5/7/1929,26.07,-0.00949848
5/8/1929,26.18,0.004219409
5/9/1929,26.02,-0.006111536
5/10/1929,26.34,0.012298232
5/11/1929,26.34,0
5/13/1929,25.64,-0.02657555
5/14/1929,25.95,0.012090484
5/15/1929,25.84,-0.004238921
5/16/1929,25.97,0.00503096
5/17/1929,26.09,0.004620716
5/18/1929,26.09,0
5/20/1929,25.39,-0.026830203
5/21/1929,25.7,0.012209531
5/22/1929,24.76,-0.036575875
5/23/1929,25.31,0.022213247
5/24/1929,25.12,-0.007506914
5/25/1929,25.12,0
5/27/1929,24.2,-0.036624204
5/28/1929,24.59,0.016115702
5/29/1929,24.62,0.001220008
5/31/1929,24.83,0.008529651
6/1/1929,24.83,0
6/3/1929,25.27,0.017720499
6/4/1929,25.64,0.014641868
6/5/1929,25.59,-0.001950078
6/6/1929,25.64,0.001953888
6/7/1929,25.53,-0.004290172
6/8/1929,25.53,0
6/10/1929,25.27,-0.010184097
6/11/1929,25.43,0.006331619
6/12/1929,25.45,0.000786473
6/13/1929,25.84,0.015324165
6/14/1929,25.93,0.003482972
6/15/1929,25.93,0
6/17/1929,26.41,0.018511377
6/18/1929,26.42,0.000378644
6/19/1929,26.32,-0.003785011
6/20/1929,26.47,0.005699088
6/21/1929,26.62,0.005666793
6/22/1929,26.62,0
6/24/1929,26.62,0
6/25/1929,26.9,0.010518407
6/26/1929,27.06,0.005947955
6/27/1929,27.11,0.001847746
6/28/1929,27.41,0.011066027
6/29/1929,27.41,0
7/1/1929,27.77,0.013133893
7/2/1929,28.06,0.010442924
7/3/1929,28.18,0.00427655
7/5/1929,28.32,0.004968062
7/6/1929,28.32,0
7/8/1929,28.37,0.001765537
7/9/1929,28.28,-0.003172365
7/10/1929,28.2,-0.002828854
7/11/1929,28.26,0.00212766
7/12/1929,28.57,0.010969568
7/13/1929,28.57,0
7/15/1929,28.45,-0.00420021
7/16/1929,28.65,0.007029877
7/17/1929,28.72,0.002443281
7/18/1929,28.66,-0.002089136
7/19/1929,28.76,0.003489184
7/20/1929,28.76,0
7/22/1929,28.43,-0.01147427
7/23/1929,28.83,0.014069645
7/24/1929,28.64,-0.006590357
7/25/1929,28.77,0.004539106
7/26/1929,28.66,-0.003823427
7/27/1929,28.66,0
7/29/1929,28.18,-0.016748081
7/30/1929,28.5,0.011355571
7/31/1929,28.88,0.013333333
8/1/1929,29.08,0.006925208
8/2/1929,29.56,0.01650619
8/3/1929,29.56,0
8/5/1929,29.54,-0.00067659
8/6/1929,29.43,-0.003723764
8/7/1929,29.13,-0.01019368
8/8/1929,29.47,0.011671816
8/9/1929,28.38,-0.036986766
8/10/1929,28.38,0
8/12/1929,29.27,0.031360113
8/13/1929,29.53,0.008882815
8/14/1929,29.62,0.003047748
8/15/1929,29.67,0.001688049
8/16/1929,30.22,0.018537243
8/17/1929,30.22,0
8/19/1929,30.5,0.009265387
8/20/1929,30.68,0.005901639
8/21/1929,30.55,-0.004237288
8/22/1929,30.79,0.007855974
8/23/1929,31.09,0.009743423
8/24/1929,31.09,0
8/26/1929,31.07,-0.000643294
8/27/1929,31.05,-0.000643708
8/28/1929,30.99,-0.001932367
8/29/1929,31.29,0.009680542
8/30/1929,31.71,0.013422819
9/3/1929,31.82,0.003468937
9/4/1929,31.72,-0.003142678
9/5/1929,31.02,-0.022068096
9/6/1929,31.83,0.026112186
9/7/1929,31.83,0
9/9/1929,31.67,-0.005026704
9/10/1929,31.1,-0.017998105
9/11/1929,31.53,0.013826367
9/12/1929,31.17,-0.011417697
9/13/1929,31.38,0.006737247
9/14/1929,31.38,0
9/16/1929,31.86,0.015296367
9/17/1929,31.6,-0.008160703
9/18/1929,31.68,0.002531646
9/19/1929,31.73,0.001578283
9/20/1929,31.39,-0.010715411
9/21/1929,31.39,0
9/23/1929,31.38,-0.000318573
9/24/1929,30.8,-0.01848311
9/25/1929,30.85,0.001623377
9/26/1929,31.13,0.009076175
9/27/1929,30.27,-0.027626084
9/28/1929,30.27,0
9/30/1929,30.16,-0.003633961
10/1/1929,29.98,-0.00596817
10/2/1929,30.2,0.007338225
10/3/1929,28.95,-0.041390728
10/4/1929,28.65,-0.010362694
10/5/1929,28.65,0
10/7/1929,30.44,0.062478185
10/8/1929,30.34,-0.003285151
10/9/1929,30.27,-0.002307185
10/10/1929,30.81,0.017839445
10/11/1929,30.76,-0.00162285
10/14/1929,30.55,-0.006827048
10/15/1929,30.3,-0.008183306
10/16/1929,29.24,-0.034983498
10/17/1929,29.69,0.015389877
10/18/1929,28.84,-0.028629168
10/19/1929,28.84,0
10/21/1929,27.73,-0.038488211
10/22/1929,28.27,0.019473494
10/23/1929,26.6,-0.059073222
10/24/1929,25.75,-0.031954887
10/25/1929,26.12,0.014368932
10/26/1929,26.12,0
10/28/1929,22.74,-0.129402757
10/29/1929,20.43,-0.101583113
10/30/1929,22.99,0.125305923
10/31/1929,24.15,0.05045672
11/4/1929,22.88,-0.052587992
11/6/1929,20.61,-0.099213287
11/7/1929,21.37,0.036875303
11/8/1929,21.18,-0.008890969
11/11/1929,19.86,-0.062322946
11/12/1929,18.73,-0.056898288
11/13/1929,17.66,-0.057127603
11/14/1929,19.24,0.089467724
11/15/1929,20.3,0.055093555
11/18/1929,20.09,-0.010344828
11/19/1929,20.7,0.030363365
11/20/1929,21.27,0.027536232
11/21/1929,21.61,0.015984955
11/22/1929,21.53,-0.00370199
11/25/1929,21.28,-0.011611705
11/26/1929,20.66,-0.029135338
11/27/1929,20.92,0.012584705
12/2/1929,20.95,0.001434034
12/3/1929,21.65,0.033412888
12/4/1929,22.05,0.018475751
12/5/1929,21.87,-0.008163265
12/6/1929,22.45,0.026520348
12/7/1929,22.45,0
12/9/1929,22.4,-0.002227171
12/10/1929,22.57,0.007589286
12/11/1929,22.38,-0.008418254
12/12/1929,21.17,-0.05406613
12/13/1929,21.7,0.025035427
12/14/1929,21.7,0
12/16/1929,21.33,-0.017050691
12/17/1929,21.56,0.010782935
12/18/1929,21.42,-0.006493506
12/19/1929,20.85,-0.026610644
12/20/1929,20.16,-0.033093525
12/21/1929,20.16,0
12/23/1929,20.26,0.004960317
12/24/1929,20.39,0.006416584
12/26/1929,20.84,0.022069642
12/27/1929,20.82,-0.000959693
12/28/1929,20.82,0
12/30/1929,20.89,0.003362152
12/31/1929,21.45,0.026807085
1/2/1930,21.18,-0.012587413
1/3/1930,21.23,0.002360718
1/4/1930,21.48,0.011775789
1/6/1930,21.5,0.000931099
1/7/1930,21.31,-0.008837209
1/8/1930,21.29,-0.000938527
1/9/1930,21.62,0.015500235
1/10/1930,21.55,-0.003237743
1/11/1930,21.45,-0.004640371
1/13/1930,21.52,0.003263403
1/14/1930,21.56,0.001858736
1/15/1930,21.65,0.004174397
1/16/1930,21.5,-0.006928406
1/17/1930,21.31,-0.008837209
1/18/1930,21.37,0.00281558
1/20/1930,21.5,0.006083294
1/21/1930,21.61,0.005116279
1/22/1930,21.63,0.000925497
1/23/1930,21.84,0.009708738
1/24/1930,22.04,0.009157509
1/25/1930,22.23,0.00862069
1/27/1930,22.21,-0.000899685
1/28/1930,22.1,-0.004952724
1/29/1930,22.35,0.011312217
1/30/1930,22.47,0.005369128
1/31/1930,22.79,0.014241211
2/1/1930,22.93,0.006143045
2/3/1930,22.74,-0.008286088
2/4/1930,23.01,0.011873351
2/5/1930,23.31,0.01303781
2/6/1930,23.06,-0.010725011
2/7/1930,22.97,-0.003902862
2/8/1930,23.16,0.008271659
2/10/1930,23.12,-0.001727116
2/11/1930,23.32,0.008650519
2/13/1930,23.36,0.001715266
2/14/1930,23.35,-0.000428082
2/15/1930,23.13,-0.009421842
2/17/1930,23.26,0.005620406
2/18/1930,23.28,0.000859845
2/19/1930,23.07,-0.009020619
2/20/1930,22.64,-0.018638925
2/21/1930,22.92,0.012367491
2/24/1930,22.68,-0.010471204
2/25/1930,22.89,0.009259259
2/26/1930,23.11,0.009611184
2/27/1930,23.08,-0.001298139
2/28/1930,23.28,0.008665511
3/1/1930,23.45,0.007302405
3/3/1930,23.36,-0.003837953
3/4/1930,23.54,0.007705479
3/5/1930,23.36,-0.007646559
3/6/1930,23.59,0.00984589
3/7/1930,23.59,0
3/8/1930,23.6,0.000423908
3/10/1930,23.67,0.002966102
3/11/1930,23.72,0.002112379
3/12/1930,23.46,-0.010961214
3/13/1930,23.6,0.005967604
3/14/1930,23.45,-0.006355932
3/15/1930,23.32,-0.00554371
3/17/1930,23.67,0.015008576
3/18/1930,23.9,0.009716941
3/19/1930,24.03,0.005439331
3/20/1930,24.14,0.004577611
3/21/1930,24.29,0.006213753
3/22/1930,24.04,-0.010292301
3/24/1930,24.28,0.009983361
3/25/1930,24.25,-0.001235585
3/26/1930,24.62,0.015257732
3/27/1930,24.57,-0.002030869
3/28/1930,24.85,0.011396011
3/29/1930,24.05,-0.032193159
3/31/1930,24.15,0.004158004
4/1/1930,25.37,0.050517598
4/2/1930,25.11,-0.010248325
4/3/1930,25.16,0.001991239
4/4/1930,25.54,0.015103339
4/5/1930,25.73,0.007439311
4/7/1930,25.6,-0.005052468
4/8/1930,25.46,-0.00546875
4/9/1930,25.87,0.016103692
4/10/1930,25.92,0.001932741
4/11/1930,25.84,-0.00308642
4/12/1930,25.89,0.001934985
4/14/1930,25.73,-0.006179992
4/15/1930,25.74,0.000388651
4/16/1930,25.56,-0.006993007
4/17/1930,25.75,0.00743349
4/21/1930,25.29,-0.017864078
4/22/1930,25.5,0.008303677
4/23/1930,25.55,0.001960784
4/24/1930,25.35,-0.007827789
4/25/1930,25.32,-0.001183432
4/26/1930,25.37,0.001974724
4/28/1930,24.76,-0.024044147
4/29/1930,24.73,-0.001211632
4/30/1930,24.9,0.006874242
5/1/1930,24.3,-0.024096386
5/2/1930,23.57,-0.030041152
5/3/1930,22.84,-0.030971574
5/5/1930,22.98,0.006129597
5/6/1930,23.76,0.033942559
5/7/1930,23.31,-0.018939394
5/8/1930,23.4,0.003861004
5/9/1930,23.69,0.012393162
5/10/1930,24.13,0.018573238
5/12/1930,24.09,-0.001657688
5/13/1930,24.42,0.01369863
5/14/1930,24.57,0.006142506
5/15/1930,24.17,-0.016280016
5/16/1930,24.28,0.004551096
5/17/1930,24.28,0
5/19/1930,23.75,-0.021828666
5/20/1930,23.86,0.004631579
5/21/1930,23.74,-0.005029338
5/22/1930,23.79,0.00210615
5/23/1930,24.03,0.010088272
5/24/1930,24.19,0.006658344
5/26/1930,24.23,0.001653576
5/27/1930,24.24,0.000412712
5/28/1930,24.38,0.005775578
5/29/1930,24.49,0.004511895
6/2/1930,24.4,-0.003674969
6/3/1930,24.18,-0.009016393
6/4/1930,24.29,0.004549214
6/5/1930,23.91,-0.015644298
6/6/1930,23.52,-0.016311167
6/7/1930,23.03,-0.020833333
6/9/1930,22.38,-0.028224056
6/10/1930,23.01,0.028150134
6/11/1930,22.2,-0.035202086
6/12/1930,22.13,-0.003153153
6/13/1930,22.26,0.005874379
6/14/1930,21.8,-0.02066487
6/16/1930,20.56,-0.056880734
6/17/1930,20.58,0.000972763
6/18/1930,19.86,-0.034985423
6/19/1930,20.79,0.046827795
6/20/1930,20.25,-0.025974026
6/21/1930,19.67,-0.028641975
6/23/1930,20.09,0.021352313
6/24/1930,19.39,-0.034843206
6/25/1930,19.54,0.007735946
6/26/1930,20,0.023541453
6/27/1930,19.81,-0.0095
6/28/1930,19.9,0.00454316
6/30/1930,20.46,0.028140704
7/1/1930,20.24,-0.010752688
7/2/1930,20.46,0.010869565
7/3/1930,20.25,-0.01026393
7/7/1930,19.83,-0.020740741
7/8/1930,19.97,0.00706001
7/9/1930,20.26,0.014521783
7/10/1930,20.77,0.025172754
7/11/1930,20.55,-0.0105922
7/12/1930,20.93,0.018491484
7/14/1930,21.36,0.020544673
7/15/1930,21.32,-0.001872659
7/16/1930,21.48,0.00750469
7/17/1930,21.58,0.004655493
7/18/1930,21.77,0.008804449
7/19/1930,21.57,-0.009186955
7/21/1930,20.94,-0.029207232
7/22/1930,21.32,0.018147087
7/23/1930,21.66,0.015947467
7/24/1930,21.38,-0.012927054
7/25/1930,21.5,0.005612722
7/26/1930,21.71,0.009767442
7/28/1930,21.82,0.005066789
7/29/1930,21.65,-0.007791017
7/30/1930,21.08,-0.026327945
7/31/1930,21.21,0.006166983
8/1/1930,21.11,-0.004714757
8/2/1930,21.23,0.00568451
8/4/1930,21.52,0.013659915
8/5/1930,21.52,0
8/6/1930,21.18,-0.015799257
8/7/1930,21.06,-0.005665722
8/8/1930,20.27,-0.037511871
8/9/1930,20.25,-0.00098668
8/11/1930,20.4,0.007407407
8/12/1930,19.88,-0.025490196
8/13/1930,20.15,0.013581489
8/14/1930,20.16,0.000496278
8/15/1930,20.7,0.026785714
8/16/1930,20.65,-0.002415459
8/18/1930,20.54,-0.005326877
8/19/1930,20.74,0.009737098
8/20/1930,20.85,0.005303761
8/21/1930,20.64,-0.010071942
8/22/1930,20.79,0.007267442
8/23/1930,20.9,0.005291005
8/25/1930,20.68,-0.010526316
8/26/1930,20.98,0.01450677
8/27/1930,21.14,0.007626311
8/28/1930,21.13,-0.000473037
8/29/1930,21.37,0.011358258
9/2/1930,21.38,0.000467946
9/3/1930,21.17,-0.009822264
9/4/1930,21.02,-0.007085498
9/5/1930,21.34,0.015223597
9/6/1930,21.65,0.01452671
9/8/1930,21.63,-0.000923788
9/9/1930,21.76,0.006010171
9/10/1930,21.86,0.004595588
9/11/1930,21.72,-0.006404392
9/12/1930,21.5,-0.010128913
9/13/1930,21.47,-0.001395349
9/15/1930,21.19,-0.013041453
9/16/1930,21.22,0.001415762
9/17/1930,21.29,0.003298775
9/18/1930,21.06,-0.010803194
9/19/1930,20.68,-0.018043685
9/20/1930,20.73,0.002417795
9/22/1930,20.17,-0.027013989
9/23/1930,20.44,0.013386217
9/24/1930,20.11,-0.016144814
9/25/1930,19.73,-0.018896072
9/26/1930,19.43,-0.015205271
9/27/1930,19.29,-0.007205353
9/29/1930,18.88,-0.021254536
9/30/1930,18.59,-0.015360169
10/1/1930,19.42,0.04464766
10/2/1930,19.18,-0.012358393
10/3/1930,19.42,0.012513034
10/4/1930,19.23,-0.009783728
10/6/1930,18.61,-0.03224129
10/7/1930,18.62,0.000537346
10/8/1930,18.4,-0.011815252
10/9/1930,17.67,-0.039673913
10/10/1930,18.11,0.024900962
10/11/1930,17.63,-0.026504694
10/14/1930,17.91,0.015882019
10/15/1930,18.2,0.016192071
10/16/1930,17.88,-0.017582418
10/17/1930,17.16,-0.040268456
10/18/1930,16.98,-0.01048951
10/20/1930,17.57,0.034746761
10/21/1930,17.05,-0.029595902
